title,type,country,release_year,rating,genres,platform
The Hard Way,Movie,United States,2019,TV-MA,['Action & Adventure'],Netflix
Everyday I Love You,Movie,Philippines,2015,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
No Other Woman,Movie,Philippines,2011,TV-MA,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
River's Edge,Movie,Japan,2018,TV-MA,"['Dramas', 'International Movies']",Netflix
Sarkar,Movie,,2018,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Weapon of Choice,Movie,"Austria, Iraq, United States",2018,TV-MA,"['Documentaries', 'International Movies']",Netflix
"2,215",Movie,Thailand,2018,TV-MA,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
BNK48: Girls Don't Cry,Movie,Thailand,2018,TV-14,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Budapest,Movie,"France, Belgium",2018,TV-MA,"['Comedies', 'International Movies']",Netflix
Cricket Fever: Mumbai Indians,TV Show,India,2019,TV-MA,"['Docuseries', 'International TV Shows']",Netflix
Larva Island,TV Show,,2019,TV-Y7,"[""Kids' TV"", 'Korean TV Shows', 'TV Comedies']",Netflix
Losers,TV Show,,2019,TV-MA,['Docuseries'],Netflix
Northern Rescue,TV Show,Canada,2019,TV-14,['TV Dramas'],Netflix
Pants on Fire,Movie,Canada,2014,TV-G,"['Children & Family Movies', 'Comedies']",Netflix
Paranormal Investigation,Movie,"United States, France",2018,TV-14,"['Horror Movies', 'International Movies', 'Thrillers']",Netflix
Radio Rebel,Movie,United States,2012,TV-G,"['Children & Family Movies', 'Comedies']",Netflix
Sarvam Thaala Mayam (Tamil Version),Movie,,2018,TV-14,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
The Boy Who Harnessed the Wind,Movie,"United Kingdom, Malawi",2019,TV-PG,"['Children & Family Movies', 'Dramas', 'Independent Movies']",Netflix
The Disastrous Life of Saiki K.,TV Show,Japan,2018,TV-14,"['Anime Series', 'International TV Shows', 'Teen TV Shows']",Netflix
The Last Runway,Movie,"Paraguay, Argentina",2018,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
The Spiderwick Chronicles,Movie,United States,2008,PG,['Children & Family Movies'],Netflix
Your Son,Movie,"Spain, France",2018,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Quién te cantará,Movie,"Spain, France",2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
A Second Chance,Movie,Philippines,2015,TV-MA,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Beauty and the Bestie,Movie,Philippines,2015,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Bride For Rent,Movie,Philippines,2014,TV-PG,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Can't Help Falling in Love,Movie,Philippines,2017,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Evening Shadows,Movie,India,2018,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Four Sisters and a Wedding,Movie,Philippines,2013,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
It Takes a Man and a Woman,Movie,Philippines,2013,TV-PG,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
My Ex & Whys,Movie,Philippines,2017,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
She's Dating the Gangster,Movie,Philippines,2014,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
The Breakup Playlist,Movie,Philippines,2015,TV-MA,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
The Mistress,Movie,Philippines,2012,TV-MA,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Unsolved,TV Show,United States,2018,TV-MA,"['Crime TV Shows', 'TV Dramas']",Netflix
Zach Galifianakis: Live at the Purple Onion,Movie,United States,2006,TV-MA,['Stand-Up Comedy'],Netflix
Life of An Outcast,Movie,India,2018,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Photographer Of Mauthausen,Movie,Spain,2018,TV-MA,"['Dramas', 'International Movies']",Netflix
Bert Kreischer: The Machine,Movie,United States,2016,TV-MA,['Stand-Up Comedy'],Netflix
Chef's Table,TV Show,United States,2019,TV-MA,"['Docuseries', 'Reality TV']",Netflix
Firebrand,Movie,India,2019,TV-MA,"['Dramas', 'International Movies']",Netflix
Paddleton,Movie,United States,2019,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Paris Is Us,Movie,France,2019,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Shonar Pahar,Movie,India,2018,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Big Family Cooking Showdown,TV Show,United Kingdom,2018,TV-PG,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
Z4,TV Show,Brazil,2018,TV-PG,"[""Kids' TV""]",Netflix
The Drug King,Movie,South Korea,2018,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Kevin James: Sweat the Small Stuff,Movie,United States,2001,TV-PG,['Stand-Up Comedy'],Netflix
Transformer,Movie,Canada,2017,TV-MA,"['Documentaries', 'LGBTQ Movies']",Netflix
Genius,Movie,India,2018,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Black Sea,Movie,"United Kingdom, Russia, United States",2015,R,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Studio 54,Movie,United States,2018,TV-MA,['Documentaries'],Netflix
Awe,Movie,India,2018,TV-MA,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",Netflix
Ayana,Movie,India,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Behind the Curve,Movie,United States,2018,TV-14,['Documentaries'],Netflix
Buddies,Movie,Brazil,2012,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Candyflip,Movie,India,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Chameli,Movie,India,2004,TV-14,"['Dramas', 'International Movies']",Netflix
Fatso,Movie,India,2012,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Hjørdis,TV Show,Denmark,2015,TV-MA,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Larry Charles' Dangerous World of Comedy,TV Show,,2019,TV-MA,"['Docuseries', 'TV Comedies']",Netflix
Neevevaro,Movie,India,2018,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Pyaar Ke Side Effects,Movie,India,2006,TV-MA,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Sur: The Melody of Life,Movie,India,2002,TV-14,"['Dramas', 'International Movies']",Netflix
The 43,TV Show,,2019,TV-MA,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
The Breaker Upperers,Movie,New Zealand,2018,TV-MA,"['Comedies', 'Independent Movies', 'International Movies']",Netflix
The Kirlian Frequency,TV Show,Argentina,2017,TV-14,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Horror']",Netflix
Ugly Aur Pagli,Movie,India,2008,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Yucatán,Movie,Spain,2018,TV-MA,"['Comedies', 'International Movies']",Netflix
Barbie Dreamhouse Adventures,TV Show,"United States, Canada",2018,TV-Y,"[""Kids' TV""]",Netflix
"Ken Jeong: You Complete Me, Ho",Movie,United States,2019,TV-MA,['Stand-Up Comedy'],Netflix
Velvet Colección,TV Show,Spain,2018,TV-14,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",Netflix
Period. End of Sentence.,Movie,United States,2018,TV-PG,['Documentaries'],Netflix
Iron Ladies,TV Show,Taiwan,2018,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
The Break,TV Show,Belgium,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
High Flying Bird,Movie,United States,2019,TV-MA,"['Dramas', 'Sports Movies']",Netflix
Kevin Hart's Guide to Black History,Movie,United States,2019,TV-PG,"['Children & Family Movies', 'Comedies']",Netflix
One Day at a Time,TV Show,United States,2019,TV-PG,['TV Comedies'],Netflix
ReMastered: The Two Killings of Sam Cooke,Movie,United States,2019,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
The Tree of Blood,Movie,Spain,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Last of the Schmucks,TV Show,Egypt,2017,TV-MA,"['International TV Shows', 'TV Comedies']",Netflix
Hidden Worlds,TV Show,Egypt,2018,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Live,TV Show,South Korea,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",Netflix
"Ray Romano: Right Here, Around the Corner",Movie,United States,2019,TV-MA,['Stand-Up Comedy'],Netflix
Safe,TV Show,United Kingdom,2018,TV-MA,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",Netflix
Tayee,TV Show,Egypt,2018,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Violet Evergarden,TV Show,Japan,2018,TV-14,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",Netflix
Romance is a bonus book,TV Show,South Korea,2019,TV-14,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",Netflix
Await Further Instructions,Movie,United Kingdom,2018,TV-MA,"['Horror Movies', 'Sci-Fi & Fantasy']",Netflix
Manusangada,Movie,India,2017,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
14 Minutes from Earth,Movie,United States,2016,TV-MA,['Documentaries'],Netflix
Dear Ex,Movie,Taiwan,2018,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Free Rein: Valentine's Day,Movie,United States,2019,TV-G,"['Children & Family Movies', 'Dramas']",Netflix
Lego DC Comics: Batman Be-Leaguered,Movie,United States,2014,TV-Y7,['Movies'],Netflix
LEGO Marvel Super Heroes: Black Panther,Movie,United States,2018,TV-Y7,['Children & Family Movies'],Netflix
LEGO Marvel Super Heroes: Guardians of the Galaxy,Movie,United States,2017,TV-Y,['Children & Family Movies'],Netflix
Littlest Pet Shop: A World of Our Own,TV Show,United States,2018,TV-Y7,"[""Kids' TV""]",Netflix
Russian Doll,TV Show,United States,2019,TV-MA,"['TV Comedies', 'TV Dramas']",Netflix
Sparta,TV Show,Russia,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Sword Art Online Alternative: Gun Gale Online,TV Show,Japan,2018,TV-MA,"['Anime Series', 'International TV Shows']",Netflix
True: Happy Hearts Day,Movie,"United States, Canada",2019,TV-Y,['Children & Family Movies'],Netflix
Velvet Buzzsaw,Movie,United States,2019,R,"['Dramas', 'Thrillers']",Netflix
Hantu Kak Limah,Movie,Malaysia,2018,TV-PG,"['Comedies', 'Horror Movies', 'International Movies']",Netflix
Love Off the Cuff,Movie,"China, Hong Kong",2017,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Paprika,TV Show,,2018,TV-Y,"[""Kids' TV""]",Netflix
Maharaja: The Story of Ranjit Singh,Movie,,2010,TV-14,"['Dramas', 'International Movies']",Netflix
Virsa,Movie,"India, Pakistan",2010,TV-14,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
Bhasmasur,Movie,India,2017,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Movie,,2019,TV-14,['Stand-Up Comedy'],Netflix
High Society,Movie,South Korea,2018,TV-MA,"['Dramas', 'International Movies']",Netflix
Up Among  The Stars,Movie,Spain,2018,TV-MA,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",Netflix
Alt-Right: Age of Rage,Movie,,2018,TV-MA,['Documentaries'],Netflix
Habibie & Ainun,Movie,"Indonesia, Singapore",2012,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Nathicharami,Movie,India,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Rudy Habibie,Movie,Indonesia,2016,TV-14,"['Dramas', 'International Movies']",Netflix
Surga Yang Tak Dirindukan,Movie,Indonesia,2015,TV-14,"['Dramas', 'Faith & Spirituality', 'International Movies']",Netflix
Surga Yang Tak Dirindukan 2,Movie,Indonesia,2017,TV-14,"['Dramas', 'Faith & Spirituality', 'International Movies']",Netflix
A Taiwanese Tale of Two Cities,TV Show,Taiwan,2018,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Z Nation,TV Show,United States,2018,TV-MA,"['TV Action & Adventure', 'TV Comedies', 'TV Horror']",Netflix
Goyo: The Boy General,Movie,Philippines,2018,TV-MA,"['Dramas', 'International Movies']",Netflix
Animas,Movie,"Spain, Belgium",2018,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Black Earth Rising,TV Show,United Kingdom,2018,TV-MA,"['British TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Club of Crows,TV Show,Mexico,2019,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",Netflix
Examination of Conscience,TV Show,Spain,2019,TV-MA,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Mi Obra Maestra,Movie,"Argentina, Spain",2018,TV-MA,"['Comedies', 'International Movies']",Netflix
Polar,Movie,"United States, Germany",2019,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
The Perfect Match,TV Show,,2017,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Conversations with a Killer: The Ted Bundy Tapes,TV Show,United States,2019,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
Just Love,Movie,Argentina,2018,TV-MA,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
Innocent,TV Show,Turkey,2017,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Close,Movie,"United Kingdom, United States",2019,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
FYRE: The Greatest Party That Never Happened,Movie,United States,2019,TV-MA,['Documentaries'],Netflix
IO,Movie,United States,2019,TV-14,"['Dramas', 'Sci-Fi & Fantasy']",Netflix
Marvel's The Punisher,TV Show,United States,2019,TV-MA,"['Crime TV Shows', 'TV Action & Adventure', 'TV Thrillers']",Netflix
Memory Love,TV Show,,2017,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Old Lord Savanna,Movie,Brazil,2018,TV-14,"['Documentaries', 'International Movies']",Netflix
Patria,Movie,Mexico,2019,TV-MA,"['Documentaries', 'International Movies']",Netflix
Soni,Movie,India,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The World's Most Extraordinary Homes,TV Show,United Kingdom,2019,TV-G,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Trigger Warning with Killer Mike,TV Show,,2019,TV-MA,"['Docuseries', 'Stand-Up Comedy & Talk Shows']",Netflix
Abducted in Plain Sight,Movie,United States,2017,TV-14,['Documentaries'],Netflix
"Abdullah, The Final Witness",Movie,Pakistan,2016,TV-14,"['Dramas', 'International Movies']",Netflix
Adhugo,Movie,India,2018,TV-14,"['Comedies', 'Independent Movies', 'International Movies']",Netflix
Echcharikkai,Movie,India,2018,TV-14,"['International Movies', 'Thrillers']",Netflix
Lavender,TV Show,Taiwan,2002,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Pandigai,Movie,India,2017,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Pari,Movie,Pakistan,2018,TV-14,"['Horror Movies', 'International Movies']",Netflix
Revenger,Movie,South Korea,2018,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Sebastian Maniscalco: Stay Hungry,Movie,United States,2019,TV-MA,['Stand-Up Comedy'],Netflix
The Doll,Movie,Indonesia,2016,TV-MA,"['Horror Movies', 'International Movies']",Netflix
The Doll 2,Movie,Indonesia,2017,TV-MA,"['Horror Movies', 'International Movies']",Netflix
La Grande Chaumière Violette,TV Show,Taiwan,2016,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Baazaar,Movie,India,2018,TV-MA,"['Dramas', 'International Movies']",Netflix
All of You,Movie,Philippines,2017,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Back with the Ex,TV Show,,2018,TV-MA,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",Netflix
Friends from College,TV Show,United States,2019,TV-MA,"['Romantic TV Shows', 'TV Comedies']",Netflix
Hardy Bucks,TV Show,Ireland,2018,TV-MA,['TV Comedies'],Netflix
Horrid Henry,TV Show,United Kingdom,2019,TV-Y7,"['British TV Shows', ""Kids' TV"", 'TV Comedies']",Netflix
ReMastered: Massacre at the Stadium,Movie,United States,2019,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Solo,Movie,Spain,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Last Laugh,Movie,United States,2019,TV-MA,"['Comedies', 'Dramas']",Netflix
Pocoyo,TV Show,"Spain, United Kingdom",2017,TV-Y,"[""Kids' TV"", 'Spanish-Language TV Shows']",Netflix
When Heroes Fly,TV Show,Israel,2018,TV-MA,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",Netflix
GODZILLA The Planet Eater,Movie,Japan,2018,TV-PG,"['Action & Adventure', 'Anime Features', 'International Movies']",Netflix
Next Enti?,Movie,India,2018,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Komola Rocket,Movie,Bangladesh,2018,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Nang Nak,Movie,Thailand,1999,TV-MA,"['Horror Movies', 'International Movies', 'Romantic Movies']",Netflix
And Breathe Normally,Movie,"Iceland, Sweden, Belgium",2018,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
El Potro: Unstoppable,Movie,,2018,TV-MA,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
Lionheart,Movie,Nigeria,2018,TV-PG,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
See You in Time,TV Show,,2017,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Déjà Vu,TV Show,,2013,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Monty Python and the Holy Grail,Movie,United Kingdom,1975,PG,"['Action & Adventure', 'Classic Movies', 'Comedies']",Netflix
A Series of Unfortunate Events,TV Show,United States,2019,TV-PG,"[""Kids' TV"", 'TV Action & Adventure', 'TV Comedies']",Netflix
Back to the 90s,Movie,Thailand,2015,TV-14,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
COMEDIANS of the world,TV Show,United States,2019,TV-MA,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
Merku Thodarchi Malai,Movie,India,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Moshe Kasher: Live in Oakland,Movie,United States,2012,TV-MA,['Stand-Up Comedy'],Netflix
Pokémon the Movie: I Choose You!,Movie,Japan,2017,TV-Y7,"['Anime Features', 'Children & Family Movies']",Netflix
Puriyatha Puthir,Movie,India,2017,TV-MA,"['International Movies', 'Thrillers']",Netflix
Taramani,Movie,India,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Paper,TV Show,Croatia,2018,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Tidying Up with Marie Kondo,TV Show,United States,2019,TV-PG,['Reality TV'],Netflix
Whitney Cummings: Money Shot,Movie,United States,2010,TV-MA,['Stand-Up Comedy'],Netflix
Bill Hicks: One Night Stand,Movie,United Kingdom,1991,TV-MA,['Stand-Up Comedy'],Netflix
Bill Hicks: Reflections,Movie,,2015,TV-MA,['Documentaries'],Netflix
Bill Hicks: Relentless,Movie,United Kingdom,1992,TV-MA,['Stand-Up Comedy'],Netflix
Bill Hicks: Revelations,Movie,United Kingdom,1993,TV-MA,['Stand-Up Comedy'],Netflix
Bill Hicks: Sane Man,Movie,United States,1989,TV-MA,['Stand-Up Comedy'],Netflix
Gina Yashere: Laughing to America,Movie,,2013,TV-MA,['Stand-Up Comedy'],Netflix
Gina Yashere: Skinny B*tch,Movie,United Kingdom,2008,TV-MA,['Stand-Up Comedy'],Netflix
Mexicanos de Bronce,Movie,Mexico,2016,TV-MA,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Sam Kinison: Breaking the Rules,Movie,United States,1987,TV-MA,['Stand-Up Comedy'],Netflix
Sam Kinison: Family Entertainment Hour,Movie,United States,1991,TV-MA,['Stand-Up Comedy'],Netflix
Sam Kinison: Live in Vegas,Movie,United States,1991,TV-MA,['Stand-Up Comedy'],Netflix
Sam Kinison: The Scream Continues,Movie,United States,2016,TV-MA,['Documentaries'],Netflix
Secrets in the Hot Spring,Movie,Taiwan,2018,TV-14,"['Comedies', 'Horror Movies', 'International Movies']",Netflix
Taylor Swift reputation Stadium Tour,Movie,,2018,TV-PG,['Music & Musicals'],Netflix
The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie,Japan,2018,TV-14,"['Action & Adventure', 'Anime Features', 'International Movies']",Netflix
Tim Allen: Men Are Pigs,Movie,United States,1990,TV-MA,['Stand-Up Comedy'],Netflix
Tim Allen: ReWires America,Movie,United States,1991,TV-MA,['Stand-Up Comedy'],Netflix
Tim Minchin And The Heritage Orchestra Live,Movie,United Kingdom,2011,TV-MA,"['Music & Musicals', 'Stand-Up Comedy']",Netflix
Tim Minchin: So F**king Rock,Movie,United Kingdom,2008,TV-MA,"['Music & Musicals', 'Stand-Up Comedy']",Netflix
Todd Glass: Stand-Up Special,Movie,United States,2012,TV-MA,['Stand-Up Comedy'],Netflix
Tom Papa Live in New York City,Movie,United States,2011,TV-14,['Stand-Up Comedy'],Netflix
Pioneers: First Women Filmmakers*,TV Show,,1925,TV-14,['TV Shows'],Netflix
In Family We Trust,TV Show,Thailand,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
A Twelve Year Night,Movie,"Uruguay, Argentina, Spain",2018,TV-MA,"['Dramas', 'International Movies']",Netflix
Black Mirror: Bandersnatch,Movie,United States,2018,TV-MA,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",Netflix
Hashoter Hatov,TV Show,Israel,2015,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']",Netflix
Life Ki Toh Lag Gayi,Movie,India,2012,TV-MA,"['Action & Adventure', 'Comedies', 'Dramas']",Netflix
Murder Mountain,TV Show,United States,2018,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
Selection Day,TV Show,India,2018,TV-14,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']",Netflix
The Birth Reborn 3,Movie,,2018,TV-14,"['Documentaries', 'International Movies']",Netflix
When Angels Sleep,Movie,Spain,2018,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Stand Up and Away! with Brian Regan,TV Show,United States,2018,TV-PG,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
Way Back into Love,TV Show,Taiwan,2011,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Watership Down,TV Show,"United Kingdom, Ireland, United States",2018,TV-PG,"['British TV Shows', 'International TV Shows', 'TV Action & Adventure']",Netflix
Demon's Path,TV Show,,2018,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
People Just Do Nothing,TV Show,United Kingdom,2018,TV-MA,"['British TV Shows', 'TV Comedies']",Netflix
Single Ladies Senior,TV Show,,2018,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
7 Days Out,TV Show,United States,2018,TV-PG,['Docuseries'],Netflix
Bad Seeds,Movie,"France, Belgium",2018,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Bird Box,Movie,United States,2018,R,"['Dramas', 'Sci-Fi & Fantasy', 'Thrillers']",Netflix
Jojo's World,TV Show,Taiwan,2017,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
LAST HOPE,TV Show,Japan,2018,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Lion Pride,TV Show,Taiwan,2017,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Love @ Seventeen,TV Show,Taiwan,2016,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Perfume,TV Show,Germany,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Sirius the Jaeger,TV Show,Japan,2018,TV-MA,"['Anime Series', 'International TV Shows', 'TV Thrillers']",Netflix
Struggle: The Life and Lost Art of Szukalski,Movie,"Poland, United States",2018,TV-MA,['Documentaries'],Netflix
Wolf,TV Show,Turkey,2018,TV-MA,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",Netflix
23:59,Movie,Singapore,2011,R,"['Horror Movies', 'International Movies']",Netflix
Aggretsuko: We Wish You a Metal Christmas,Movie,Japan,2018,TV-PG,['Movies'],Netflix
Fate/stay night: Unlimited Blade Works,TV Show,Japan,2015,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Imperfect,Movie,Singapore,2012,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Lang Tong,Movie,Singapore,2015,TV-MA,"['International Movies', 'Thrillers']",Netflix
Miss J Contemplates Her Choice,Movie,Singapore,2014,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Ascharyachakit!,Movie,India,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Ellen DeGeneres: Relatable,TV Show,United States,2018,TV-MA,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
Lilli,Movie,India,2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Prince of Peoria: A Christmas Moose Miracle,Movie,United States,2018,TV-G,"['Children & Family Movies', 'Comedies']",Netflix
Andhadhun,Movie,India,2018,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Ashes of Love,TV Show,China,2018,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Dragons: Dawn of the Dragon Racers,Movie,United States,2014,TV-PG,"['Children & Family Movies', 'Comedies']",Netflix
DreamWorks Holiday Classics,TV Show,United States,2011,TV-PG,"[""Kids' TV"", 'TV Comedies']",Netflix
Kill the Messenger,Movie,United States,2014,R,"['Dramas', 'Thrillers']",Netflix
Maps to the Stars,Movie,"Canada, Germany, France, United States",2014,R,"['Comedies', 'Dramas']",Netflix
Springsteen on Broadway,Movie,United States,2018,TV-MA,['Music & Musicals'],Netflix
The Theory of Everything,Movie,"United Kingdom, Japan",2014,PG-13,"['Dramas', 'Romantic Movies']",Netflix
F.R.E.D.I.,Movie,United States,2018,TV-PG,"['Children & Family Movies', 'Sci-Fi & Fantasy']",Netflix
Flowers,TV Show,United Kingdom,2018,TV-MA,"['British TV Shows', 'International TV Shows', 'TV Comedies']",Netflix
Kita Kita,Movie,Philippines,2017,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Once in a Lifetime Sessions with George Ezra,Movie,United States,2018,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Once in a Lifetime Sessions with Kasabian,Movie,United States,2018,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Once in a Lifetime Sessions with OneRepublic,Movie,United States,2018,TV-PG,"['Documentaries', 'Music & Musicals']",Netflix
Once in a Lifetime Sessions with Snow Patrol,Movie,United States,2018,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Sad Hill Unearthed,Movie,Spain,2017,TV-14,"['Documentaries', 'International Movies']",Netflix
Vanjagar Ulagam,Movie,India,2018,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
